probeID,CpG_chrm,CpG_beg,CpG_end,probe_strand,CpG_sites_hg19,CHR,Probe_SNPs,gene,TSS_position,UCSC_CpG_Islands_Name,Feature_Type,signature
cg03720195,chr16,87119251,87119253,-,16:87119252,16,rs73246103,,,,,Hypo.MS4
cg03725652,chr18,76073398,76073400,+,18:76073399,18,,,,chr18:76073274-76073558,Island,Hypo.MS4
cg03726556,chr2,119607378,119607380,+,2:119607379,2,,,,chr2:119607378-119607910,Island,Hyper.MS1
cg03729251,chr4,151501034,151501036,-,4:151501035,4,,LRBA,Body,chr4:151500763-151501299,Island,Hyper.MS2
cg03730533,chr7,26897684,26897686,-,7:26897685,7,,SKAP2,Body,,,Hyper.MS1
cg03733219,chr19,38886318,38886320,-,19:38886319,19,,SPRED3,Body,chr19:38886109-38886615,Island,Hyper.MS1
cg03738025,chr6,105388693,105388695,-,6:105388694,6,rs11754600,,,chr6:105388190-105389545,Island,Hyper.MS1
cg03740167,chr10,23463745,23463747,+,10:23463746,10,,,,chr10:23462224-23463889,Island,Hyper.MS3
cg03744763,chr7,27184736,27184738,+,7:27184737,7,,HOXA5,TSS1500,chr7:27182613-27185562,Island,Hyper.MS2
cg03749154,chr1,31155157,31155159,+,1:31155158,1,,,,chr1:31158009-31158261,N_Shelf,Hypo.MS7
cg03752741,chr15,84168458,84168460,-,15:84168459,15,rs10520579,SH3GL3,Body,,,Hypo.MS5
cg03760839,chr1,119531717,119531719,-,1:119531718,1,rs12035818,TBX15,5'UTR,chr1:119531991-119532196,N_Shore,Hyper.MS2
cg03761113,chr1,157811723,157811725,-,1:157811724,1,,CD5L,TSS200,,,Hypo.MS4
cg03762994,chr17,6899331,6899333,+,17:6899332,17,,ALOX12,TSS200,chr17:6898820-6900427,Island,Hyper.MS2
cg03763508,chr7,27140941,27140943,+,7:27140942,7,,HOXA2,Body,chr7:27143181-27143479,N_Shelf,Hyper.MS2
cg03768338,chr8,76823132,76823134,+,8:76823133,8,,,,,,Hypo.MS7
cg03770410,chr20,57766331,57766333,-,20:57766332,20,rs7264193,ZNF831,1stExon,chr20:57766396-57767896,N_Shore,Hypo.MS2
cg03771840,chr6,30140144,30140146,+,6:30140145,6,,TRIM15,3'UTR,chr6:30139718-30140263,Island,Hyper.MS3
cg03784113,chr13,112602491,112602493,-,13:112602492,13,,,,,,Hypo.MS4
cg03785755,chr6,26196793,26196795,-,6:26196794,6,,,,chr6:26197070-26197537,N_Shore,Hypo.MS1
cg03788215,chr18,76757840,76757842,-,18:76757841,18,rs34639588,SALL3,3'UTR,chr18:76751939-76755549,S_Shelf,Hypo.MS4
cg03790312,chr3,116437372,116437374,+,3:116437373,3,,,,,,Hypo.MS4
cg03799024,chr19,54187208,54187210,+,19:54187209,19,,MIR515-1,TSS1500,,,Hypo.MS3
cg03799024,chr19,54187208,54187210,+,19:54187209,19,,MIR515-2,TSS1500,,,Hypo.MS3
cg03805279,chr6,88873843,88873845,-,6:88873844,6,,CNR1,5'UTR,chr6:88875397-88877449,N_Shore,Hypo.MS6
cg03813377,chr6,30737454,30737456,+,6:30737455,6,,,,,,Hypo.MS2
cg03815116,chr4,44654205,44654207,+,4:44654206,4,,YIPF7,TSS1500,,,Hypo.MS6
cg03816707,chr20,43726543,43726545,+,20:43726544,20,,KCNS1,Body,chr20:43726297-43727372,Island,Hyper.MS1
cg03817667,chr7,54609952,54609954,-,7:54609953,7,,VSTM2A,TSS200,chr7:54609734-54610140,Island,Hyper.MS3
cg03818307,chr1,150480533,150480535,-,1:150480534,1,rs12724450,ECM1,1stExon,,,Hypo.MS1
cg03818307,chr1,150480533,150480535,-,1:150480534,1,rs12724450,ECM1,5'UTR,,,Hypo.MS1
cg03820608,chr11,131547318,131547320,-,11:131547319,11,rs2739274,NTM,Body,,,Hypo.MS6
cg03822198,chr12,116997534,116997536,+,12:116997535,12,,MAP1LC3B2,5'UTR,,,Hypo.MS2
cg03825810,chr3,38888169,38888171,-,3:38888170,3,,SCN11A,3'UTR,,,Hypo.MS2
cg03826642,chr6,10268857,10268859,-,6:10268858,6,rs34225388,,,,,Hyper.MS3
cg03827327,chr16,26217674,26217676,-,16:26217675,16,,,,,,Hypo.MS6
cg03832522,chr2,218898667,218898669,-,2:218898668,2,,,,chr2:218898490-218898835,Island,Hyper.MS2
cg03835038,chr17,4474999,4475001,-,17:4475000,17,,,,,,Hypo.MS2
cg03846107,chr12,34061680,34061682,+,12:34061681,12,,,,,,Hypo.MS2
cg03851835,chr11,107711741,107711743,+,11:107711742,11,,SLC35F2,Body,,,Hypo.MS1
cg03852144,chr5,95159638,95159640,-,5:95159639,5,,GLRX,TSS1500,,,Hypo.MS1
cg03852551,chr6,167596238,167596240,-,6:167596239,6,rs928346,TCP10L2,3'UTR,,,Hypo.MS1
cg03857640,chr16,46607687,46607689,-,16:46607688,16,,,,,,Hypo.MS1
cg03858673,chr6,28584154,28584156,-,6:28584155,6,,,,chr6:28583934-28584289,Island,Hyper.MS1
cg03870816,chr4,27058358,27058360,-,4:27058359,4,,,,,,Hypo.MS2
cg03873281,chr5,131608954,131608956,-,5:131608955,5,,PDLIM4,3'UTR,chr5:131607018-131607889,S_Shore,Hypo.MS4
cg03875678,chr14,25103545,25103547,-,14:25103546,14,,GZMB,TSS200,,,Hypo.MS3
cg03876032,chr10,26501064,26501066,-,10:26501065,10,,MYO3A,3'UTR,chr10:26500607-26501126,Island,Hyper.MS2
cg03881775,chr3,147111134,147111136,+,3:147111135,3,,ZIC4,TSS1500,chr3:147108511-147111703,Island,Hyper.MS1
cg03881775,chr3,147111134,147111136,+,3:147111135,3,,ZIC4,Body,chr3:147108511-147111703,Island,Hyper.MS1
cg03890691,chr16,30023614,30023616,-,16:30023615,16,,DOC2A,TSS1500,chr16:30022651-30023007,S_Shore,Hyper.MS2
cg03894892,chr7,153445196,153445198,-,7:153445197,7,rs2622140,,,chr7:153445164-153446786,Island,Hyper.MS1
cg03894990,chr6,44309764,44309766,-,6:44309765,6,,SPATS1,TSS1500,,,Hypo.MS1
cg03896940,chr8,143609113,143609115,+,8:143609114,8,,BAI1,Body,chr8:143609378-143609602,N_Shore,Hypo.MS2
cg03898365,chr11,6897490,6897492,+,11:6897491,11,,OR10A4,TSS1500,,,Hypo.MS2
cg03899098,chr15,98193649,98193651,-,15:98193650,15,rs36117848,,,chr15:98196021-98196391,N_Shelf,Hypo.MS6
cg03907016,chr19,6534759,6534761,+,19:6534760,19,,TNFSF9,Body,chr19:6534759-6535079,Island,Hyper.MS2
cg03928812,chr11,59634275,59634277,+,11:59634276,11,,TCN1,TSS1500,,,Hypo.MS6
cg03935060,chr16,10272020,10272022,+,16:10272021,16,,GRIN2A,Body,chr16:10273943-10277424,N_Shore,Hypo.MS6
cg03936135,chr16,86371247,86371249,-,16:86371248,16,rs77452448,LOC732275,Body,,,Hypo.MS2
cg03936663,chr1,218098421,218098423,-,1:218098422,1,,,,,,Hyper.MS1
cg03938558,chr1,181381334,181381336,-,1:181381335,1,,,,chr1:181382290-181382848,N_Shore,Hypo.MS5
cg03940098,chr20,26188907,26188909,-,20:26188908,20,rs62196805,MIR663,Body,chr20:26188638-26190348,Island,Hyper.MS1
cg03942042,chr15,26896680,26896682,-,15:26896681,15,,GABRB3,Body,,,Hypo.MS2
cg03943115,chr1,153014366,153014368,+,1:153014367,1,,SPRR2D,TSS1500,,,Hypo.MS4
cg03951603,chr15,89903564,89903566,+,15:89903565,15,,,,chr15:89903446-89903720,Island,Hyper.MS1
cg03952361,chr12,132870377,132870379,+,12:132870378,12,,GALNT9,Body,chr12:132872343-132872586,N_Shore,Hypo.MS4
cg03953828,chr17,76455960,76455962,+,17:76455961,17,,DNAH17,Body,chr17:76454983-76455273,S_Shore,Hypo.MS4
cg03963720,chr16,87645157,87645159,+,16:87645158,16,,JPH3,Body,chr16:87648086-87648688,N_Shelf,Hypo.MS6
cg03964696,chr2,74734084,74734086,+,2:74734085,2,,PCGF1,Body,chr2:74734322-74735273,N_Shore,Hypo.MS5
cg03964958,chr2,176964719,176964721,-,2:176964720,2,,HOXD12,1stExon,chr2:176964062-176965509,Island,Hyper.MS1
cg03965496,chr1,147718156,147718158,-,1:147718157,1,,,,chr1:147718156-147718915,Island,Hyper.MS1
cg03972466,chr16,9184154,9184156,+,16:9184155,16,,C16orf72,TSS1500,chr16:9184146-9186689,Island,Hyper.MS2
cg03973705,chr16,24174849,24174851,-,16:24174850,16,,PRKCB,Body,,,Hypo.MS4
cg03979510,chr16,5641032,5641034,-,16:5641033,16,rs9939147,,,,,Hypo.MS6
cg03985727,chr7,15727524,15727526,-,7:15727525,7,,MEOX2,TSS1500,,,Hyper.MS1
cg03989260,chr1,119529359,119529361,+,1:119529360,1,,TBX15,5'UTR,chr1:119529819-119530712,N_Shore,Hyper.MS3
cg03993839,chr16,55851397,55851399,+,16:55851398,16,,CES1,Body,,,Hypo.MS1
cg03999434,chr12,1639033,1639035,+,12:1639034,12,,,,chr12:1639033-1640750,Island,Hyper.MS2
cg04001520,chr5,166988042,166988044,+,5:166988043,5,,ODZ2,Body,,,Hypo.MS1
cg04003871,chr2,241290894,241290896,+,2:241290895,2,,,,chr2:241293841-241294408,N_Shelf,Hyper.MS2
cg04012681,chr10,1511276,1511278,+,10:1511277,10,,ADARB2,Body,,,Hypo.MS3
cg04014328,chr17,46653614,46653616,+,17:46653615,17,,HOXB4,3'UTR,chr17:46654053-46654369,N_Shore,Hyper.MS2
cg04021074,chr10,14816946,14816948,-,10:14816947,10,,FAM107B,TSS200,,,Hypo.MS1
cg04021697,chr1,3567302,3567304,+,1:3567303,1,,WDR8,TSS1500,chr1:3566445-3569636,Island,Hyper.MS1
cg04022112,chr6,33146322,33146324,+,6:33146323,6,,COL11A2,Body,,,Hypo.MS6
cg04022561,chr5,50673244,50673246,-,5:50673245,5,,,,,,Hyper.MS2
cg04039799,chr11,19745483,19745485,+,11:19745484,11,,NAV2,Body,,,Hypo.MS1
cg04046669,chr22,30476205,30476207,+,22:30476206,22,,HORMAD2,TSS1500,chr22:30476012-30476530,Island,Hyper.MS2
cg04053959,chr13,22447105,22447107,-,13:22447106,13,,,,,,Hypo.MS7
cg04057858,chr8,10383762,10383764,+,8:10383763,8,,T-SP1,Body,,,Hypo.MS4
cg04062190,chr7,86413437,86413439,+,7:86413438,7,,GRM3,Body,chr7:86415620-86416112,N_Shelf,Hypo.MS2
cg04063166,chr11,30034451,30034453,-,11:30034452,11,,KCNA4,5'UTR,chr11:30037672-30037944,N_Shelf,Hypo.MS2
cg04064998,chr11,109786132,109786134,-,11:109786133,11,,,,,,Hypo.MS6
cg04065086,chr1,151104185,151104187,+,1:151104186,1,,SEMA6C,3'UTR,chr1:151103685-151106100,Island,Hyper.MS3
cg04068578,chr3,98482768,98482770,+,3:98482769,3,,ST3GAL6,5'UTR,,,Hypo.MS1
cg04071270,chr5,140457552,140457554,-,5:140457553,5,,,,,,Hyper.MS2
cg04074004,chr6,31696461,31696463,-,6:31696462,6,,DDAH2,Body,chr6:31695894-31698245,Island,Hyper.MS2
cg04074153,chr12,29568206,29568208,-,12:29568207,12,rs1436316,,,,,Hypo.MS3
cg04074945,chr11,46071832,46071834,-,11:46071833,11,,PHF21A,Body,,,Hyper.MS2
cg04075191,chr2,115919784,115919786,+,2:115919785,2,,DPP10,5'UTR,chr2:115918737-115920765,Island,Hyper.MS1
cg04075191,chr2,115919784,115919786,+,2:115919785,2,,DPP10,1stExon,chr2:115918737-115920765,Island,Hyper.MS1
cg04075191,chr2,115919784,115919786,+,2:115919785,2,,DPP10,Body,chr2:115918737-115920765,Island,Hyper.MS1
cg04078410,chr5,77269249,77269251,+,5:77269250,5,,,,chr5:77268350-77268787,S_Shore,Hyper.MS1
cg04086239,chr16,24067173,24067175,+,16:24067174,16,,PRKCB,Body,,,Hypo.MS2
cg04087207,chr20,31669391,31669393,+,20:31669392,20,,C20orf186,1stExon,,,Hypo.MS2
cg04090745,chr6,32724368,32724370,-,6:32724369,6,,HLA-DQB2,Body,,,Hypo.MS7
cg04094178,chr1,4195568,4195570,+,1:4195569,1,,,,chr1:4192633-4193243,S_Shelf,Hypo.MS2
cg04095070,chr16,77923152,77923154,+,16:77923153,16,,VAT1L,Body,,,Hypo.MS5
cg04103514,chr19,14889424,14889426,+,19:14889425,19,,EMR2,TSS200,,,Hypo.MS2
cg04104789,chr15,24778438,24778440,+,15:24778439,15,,,,,,Hypo.MS6
cg04111071,chr7,19813298,19813300,+,7:19813299,7,,TMEM196,TSS1500,chr7:19812569-19813005,S_Shore,Hyper.MS1
cg04113258,chr16,17527040,17527042,+,16:17527041,16,,XYLT1,Body,,,Hypo.MS3
cg04115669,chr4,189572646,189572648,+,4:189572647,4,,,,,,Hypo.MS4
cg04115702,chr17,77386379,77386381,-,17:77386380,17,,HRNBP3,5'UTR,,,Hypo.MS4
cg04117801,chr17,46651866,46651868,+,17:46651867,17,,HOXB3,TSS200,chr17:46654053-46654369,N_Shelf,Hyper.MS3
cg04119852,chr3,182840602,182840604,+,3:182840603,3,,LAMP3,3'UTR,,,Hypo.MS4
cg04120686,chr3,169384409,169384411,-,3:169384410,3,,,,chr3:169386268-169387187,N_Shore,Hyper.MS3
cg04122815,chr5,43039591,43039593,+,5:43039592,5,,C5orf39,1stExon,chr5:43040345-43040633,N_Shore,Hypo.MS2
cg04122873,chr6,28956225,28956227,+,6:28956226,6,,,,chr6:28956106-28956578,Island,Hyper.MS1
cg04123310,chr1,27677071,27677073,+,1:27677072,1,,SYTL1,Body,chr1:27675919-27678016,Island,Hyper.MS2
cg04125341,chr3,139656250,139656252,+,3:139656251,3,,CLSTN2,Body,chr3:139653430-139655115,S_Shore,Hypo.MS7
cg04127342,chr8,57358129,57358131,+,8:57358130,8,,PENK,Body,chr8:57358126-57359415,Island,Hyper.MS1
cg04150495,chr20,26190327,26190329,-,20:26190328,20,rs33994342,MIR663,TSS1500,chr20:26188638-26190348,Island,Hyper.MS1
cg04157161,chr17,7906846,7906848,-,17:7906847,17,,GUCY2D,Body,chr17:7905927-7907445,Island,Hyper.MS3
cg04157263,chr17,37752990,37752992,-,17:37752991,17,,,,chr17:37752823-37753247,Island,Hyper.MS1
cg04157272,chr2,68017837,68017839,+,2:68017838,2,,,,,,Hypo.MS2
cg04160046,chr19,40128900,40128902,+,19:40128901,19,,LOC100129935,TSS1500,,,Hypo.MS4
cg04174124,chr8,143591041,143591043,+,8:143591042,8,,BAI1,Body,chr8:143591567-143592674,N_Shore,Hypo.MS4
cg04175027,chr2,123418721,123418723,-,2:123418722,2,,,,,,Hyper.MS3
cg04177287,chr4,21857312,21857314,+,4:21857313,4,,KCNIP4,5'UTR,,,Hypo.MS5
cg04178131,chr8,105759172,105759174,-,8:105759173,8,,,,,,Hypo.MS1
cg04178787,chr2,123418786,123418788,+,2:123418787,2,,,,,,Hyper.MS3
cg04184019,chr4,85424287,85424289,-,4:85424288,4,,,,chr4:85422929-85423190,S_Shore,Hyper.MS3
cg04186249,chr22,37006715,37006717,-,22:37006716,22,,CACNG2,Body,,,Hypo.MS7
cg04188862,chr15,88801473,88801475,-,15:88801474,15,,,,chr15:88799522-88801017,S_Shore,Hyper.MS1
cg04188920,chr10,3138533,3138535,+,10:3138534,10,,PFKP,Body,,,Hypo.MS1
cg04204669,chr11,2193741,2193743,+,11:2193742,11,,TH,TSS1500,,,Hypo.MS7
cg04206257,chr3,118627021,118627023,-,3:118627022,3,,IGSF11,Body,,,Hypo.MS4
cg04206637,chr5,63202276,63202278,+,5:63202277,5,,,,,,Hypo.MS3
cg04214938,chr2,119496170,119496172,-,2:119496171,2,,,,,,Hypo.MS1
cg04217778,chr7,5111915,5111917,+,7:5111916,7,,LOC389458,Body,chr7:5111620-5112088,Island,Hyper.MS1
cg04221117,chr10,11206220,11206222,-,10:11206221,10,rs76074886,CUGBP2,TSS1500,chr10:11207178-11207980,N_Shore,Hypo.MS3
cg04221117,chr10,11206220,11206222,-,10:11206221,10,rs76074886,CUGBP2,Body,chr10:11207178-11207980,N_Shore,Hypo.MS3
cg04221650,chr1,152681886,152681888,+,1:152681887,1,,LCE4A,1stExon,,,Hypo.MS7
cg04221650,chr1,152681886,152681888,+,1:152681887,1,,LCE4A,3'UTR,,,Hypo.MS7
cg04221877,chr1,25257514,25257516,-,1:25257515,1,,RUNX3,Body,chr1:25255527-25259005,Island,Hyper.MS2
cg04221877,chr1,25257514,25257516,-,1:25257515,1,,RUNX3,TSS1500,chr1:25255527-25259005,Island,Hyper.MS2
cg04223420,chr5,134363876,134363878,+,5:134363877,5,,PITX1,3'UTR,chr5:134363092-134365146,Island,Hyper.MS1
cg04224064,chr14,36992232,36992234,+,14:36992233,14,,,,chr14:36991594-36992488,Island,Hyper.MS3
cg04227922,chr2,119615495,119615497,+,2:119615496,2,,,,chr2:119613031-119615565,Island,Hyper.MS1
cg04228468,chr3,164913626,164913628,-,3:164913627,3,,SLITRK3,5'UTR,,,Hyper.MS3
cg04233669,chr5,135173200,135173202,+,5:135173201,5,,LOC153328,Body,chr5:135170271-135171156,S_Shelf,Hypo.MS7
cg04238199,chr5,7831536,7831538,+,5:7831537,5,,C5orf49,3'UTR,,,Hypo.MS3
cg04239078,chr1,209549584,209549586,-,1:209549585,1,,,,,,Hypo.MS3
cg04242070,chr5,1749100,1749102,-,5:1749101,5,,,,chr5:1745534-1745851,S_Shelf,Hypo.MS6
cg04244985,chr19,55043844,55043846,-,19:55043845,19,,KIR3DX1,TSS200,,,Hypo.MS3
cg04245540,chr5,55148533,55148535,-,5:55148534,5,rs78540027,IL31RA,Body,,,Hypo.MS3
cg04250451,chr1,25257783,25257785,-,1:25257784,1,,RUNX3,TSS1500,chr1:25255527-25259005,Island,Hyper.MS1
cg04250451,chr1,25257783,25257785,-,1:25257784,1,,RUNX3,Body,chr1:25255527-25259005,Island,Hyper.MS1
cg04255230,chr2,74727009,74727011,-,2:74727010,2,rs11688235,LBX2,Body,chr2:74725039-74727038,Island,Hyper.MS2
cg04256834,chr11,132502808,132502810,+,11:132502809,11,,OPCML,Body,,,Hypo.MS2
cg04262465,chr14,101405692,101405694,-,14:101405693,14,rs79734033,SNORD113-6,TSS200,,,Hypo.MS7
cg04267526,chr10,109674296,109674298,-,10:109674297,10,,,,chr10:109674196-109674964,Island,Hyper.MS1
cg04268624,chr5,43037284,43037286,-,5:43037285,5,,,,chr5:43037259-43037520,Island,Hyper.MS3
cg04274288,chr6,27648003,27648005,-,6:27648004,6,,,,chr6:27647793-27648005,Island,Hyper.MS3
cg04275692,chr7,45610626,45610628,-,7:45610627,7,,,,chr7:45613386-45615504,N_Shelf,Hypo.MS5
cg04275695,chr6,149806272,149806274,-,6:149806273,6,rs78087665,ZC3H12D,TSS200,,,Hypo.MS3
cg04276626,chr17,57918499,57918501,-,17:57918500,17,,MIR21,TSS200,,,Hypo.MS2
cg04279139,chr12,27925366,27925368,+,12:27925367,12,,LOC100133893,TSS1500,,,Hypo.MS1
cg04281261,chr20,5451899,5451901,+,20:5451900,20,,LOC643406,Body,,,Hypo.MS2
cg04281344,chr16,5530508,5530510,-,16:5530509,16,rs76237934,,,,,Hypo.MS4
cg04283307,chr1,248308812,248308814,+,1:248308813,1,,OR2M5,1stExon,,,Hypo.MS2
cg04285710,chr1,74891563,74891565,+,1:74891564,1,,TNNI3K,Body,,,Hypo.MS7
cg04290586,chr12,108168986,108168988,+,12:108168987,12,,ASCL4,5'UTR,chr12:108168986-108169570,Island,Hyper.MS3
cg04290586,chr12,108168986,108168988,+,12:108168987,12,,ASCL4,1stExon,chr12:108168986-108169570,Island,Hyper.MS3
cg04295144,chr19,10407183,10407185,+,19:10407184,19,,ICAM5,Body,chr19:10406934-10407342,Island,Hyper.MS2
cg04299439,chr2,182547598,182547600,-,2:182547599,2,,,,chr2:182547873-182549177,N_Shore,Hyper.MS1
cg04303500,chr20,59602011,59602013,+,20:59602012,20,,,,chr20:59598843-59599305,S_Shelf,Hypo.MS4
cg04305399,chr17,78417961,78417963,+,17:78417962,17,,,,chr17:78417835-78418089,Island,Hyper.MS2
cg04306063,chr5,76249501,76249503,+,5:76249502,5,,CRHBP,Body,chr5:76249435-76250528,Island,Hyper.MS1
cg04306069,chr5,98175254,98175256,+,5:98175255,5,,,,,,Hyper.MS2
cg04308443,chr19,51104399,51104401,-,19:51104400,19,,,,chr19:51107425-51107742,N_Shelf,Hypo.MS3
cg04312209,chr5,35857129,35857131,-,5:35857130,5,rs76319694,IL7R,1stExon,,,Hypo.MS3
cg04315554,chr2,115458558,115458560,-,2:115458559,2,,DPP10,Body,,,Hypo.MS7
cg04322486,chr7,55601225,55601227,+,7:55601226,7,,VOPP1,Body,,,Hypo.MS1
cg04334496,chr6,133953604,133953606,+,6:133953605,6,,,,,,Hypo.MS6
cg04336859,chr19,52005152,52005154,-,19:52005153,19,rs73557352,SIGLEC12,TSS200,,,Hypo.MS2
cg04337176,chr16,62141121,62141123,+,16:62141122,16,rs6498836,,,,,Hypo.MS6
cg04349084,chr8,23602676,23602678,-,8:23602677,8,rs77040492,,,,,Hypo.MS7
cg04350120,chr8,93004283,93004285,+,8:93004284,8,,RUNX1T1,Body,,,Hypo.MS5
cg04352272,chr17,3289797,3289799,+,17:3289798,17,,,,chr17:3289362-3290072,Island,Hyper.MS1
cg04354077,chr20,5295136,5295138,+,20:5295137,20,,PROKR2,TSS200,chr20:5296266-5297798,N_Shore,Hypo.MS4
cg04359418,chr10,76573395,76573397,+,10:76573396,10,,,,chr10:76573195-76573507,Island,Hyper.MS2
cg04360793,chr1,79472360,79472362,+,1:79472361,1,,ELTD1,1stExon,chr1:79472281-79472537,Island,Hyper.MS1
cg04360793,chr1,79472360,79472362,+,1:79472361,1,,ELTD1,5'UTR,chr1:79472281-79472537,Island,Hyper.MS1
cg04362790,chr14,100223810,100223812,+,14:100223811,14,,,,,,Hypo.MS1
cg04363282,chr2,233877968,233877970,-,2:233877969,2,,NGEF,TSS200,,,Hypo.MS4
cg04363624,chr1,47697964,47697966,-,1:47697965,1,,,,chr1:47696504-47698197,Island,Hyper.MS1
cg04364695,chr8,40618424,40618426,+,8:40618425,8,,ZMAT4,Body,,,Hypo.MS3
cg04365481,chr1,17086060,17086062,+,1:17086061,1,,MST1P9,Body,chr1:17085411-17086974,Island,Hyper.MS3
cg04372933,chr7,63508473,63508475,+,7:63508474,7,,ZNF727,Body,chr7:63505977-63506298,S_Shelf,Hypo.MS1
cg04373948,chr12,90806794,90806796,-,12:90806795,12,,,,,,Hypo.MS7
cg04374393,chr3,137483502,137483504,+,3:137483503,3,,SOX14,TSS200,chr3:137482964-137484454,Island,Hyper.MS3
cg04375225,chr6,126868034,126868036,-,6:126868035,6,,,,,,Hypo.MS1
cg04384208,chr1,161519395,161519397,+,1:161519396,1,,FCGR3A,Body,,,Hypo.MS1
cg04384626,chr4,41882579,41882581,-,4:41882580,4,rs4861148,,,chr4:41882450-41882964,Island,Hyper.MS1
cg04387835,chr17,4649075,4649077,-,17:4649076,17,,ZMYND15,Body,,,Hyper.MS2
cg04394710,chr3,68039482,68039484,-,3:68039483,3,,,,,,Hypo.MS1
cg04396850,chr12,127256976,127256978,-,12:127256977,12,rs28470696,,,,,Hypo.MS1
cg04397137,chr17,76886911,76886913,+,17:76886912,17,,TIMP2,Body,,,Hypo.MS7
cg04414975,chr12,130333814,130333816,+,12:130333815,12,,TMEM132D,Body,,,Hypo.MS2
cg04415297,chr1,231243033,231243035,+,1:231243034,1,,,,,,Hypo.MS2
cg04415672,chr12,58237705,58237707,+,12:58237706,12,,CTDSP2,Body,chr12:58238840-58241046,N_Shore,Hyper.MS2
cg04415798,chr14,37128585,37128587,-,14:37128586,14,,PAX9,5'UTR,chr14:37126786-37128274,S_Shore,Hyper.MS3
cg04416111,chr16,87234894,87234896,-,16:87234895,16,,,,,,Hypo.MS2
cg04418091,chr12,54071167,54071169,-,12:54071168,12,,ATP5G2,TSS1500,chr12:54071053-54071265,Island,Hyper.MS2
cg04425920,chr10,50604517,50604519,+,10:50604518,10,,,,chr10:50602989-50606783,Island,Hyper.MS1
cg04438395,chr10,132200181,132200183,+,10:132200182,10,,,,,,Hypo.MS6
cg04456219,chr7,17274336,17274338,-,7:17274337,7,,,,,,Hypo.MS1
cg04456238,chr11,32450103,32450105,+,11:32450104,11,,WT1,Body,chr11:32448261-32449744,S_Shore,Hyper.MS3
cg04465154,chr8,9045557,9045559,-,8:9045558,8,rs7819129,,,,,Hypo.MS1
cg04467618,chr6,134210945,134210947,-,6:134210946,6,rs78733835,TCF21,1stExon,chr6:134210639-134211218,Island,Hyper.MS1
cg04473405,chr12,52762004,52762006,-,12:52762005,12,,KRT85,TSS1500,chr12:52760834-52761099,S_Shore,Hypo.MS4
cg04476891,chr20,29994172,29994174,-,20:29994173,20,,DEFB121,TSS200,,,Hypo.MS5
cg04478605,chr17,75554121,75554123,-,17:75554122,17,,,,,,Hypo.MS3
cg04484550,chr1,2980162,2980164,+,1:2980163,1,,FLJ42875,Body,chr1:2979275-2980758,Island,Hyper.MS2
cg04485799,chr22,50438355,50438357,+,22:50438356,22,,IL17REL,Body,chr22:50438257-50438776,Island,Hyper.MS3
cg04487296,chr7,149389668,149389670,+,7:149389669,7,,,,chr7:149389654-149389976,Island,Hyper.MS3
cg04487479,chr6,70993327,70993329,+,6:70993328,6,,COL9A1,TSS1500,chr6:70992040-70992912,S_Shore,Hypo.MS3
cg04487479,chr6,70993327,70993329,+,6:70993328,6,,COL9A1,Body,chr6:70992040-70992912,S_Shore,Hypo.MS3
cg04493316,chr1,2999195,2999197,+,1:2999196,1,,PRDM16,Body,chr1:2999727-2999978,N_Shore,Hypo.MS1
cg04499701,chr11,111312452,111312454,+,11:111312453,11,,,,,,Hypo.MS1
cg04505972,chr2,173508039,173508041,+,2:173508040,2,,,,,,Hypo.MS1
cg04507071,chr10,128152123,128152125,-,10:128152124,10,,C10orf90,Body,,,Hypo.MS3
cg04507915,chr3,32861406,32861408,-,3:32861407,3,,TRIM71,Body,chr3:32861141-32861429,Island,Hyper.MS2
cg04510459,chr1,92048286,92048288,-,1:92048287,1,rs12023393,,,,,Hypo.MS7
cg04515533,chr1,231295785,231295787,-,1:231295786,1,rs6661297,,,chr1:231296559-231297345,N_Shore,Hypo.MS2
cg04517524,chr14,94405341,94405343,-,14:94405342,14,,ASB2,Body,chr14:94405235-94406170,Island,Hyper.MS3
cg04518304,chr14,76600759,76600761,-,14:76600760,14,,,,chr14:76600646-76600861,Island,Hypo.MS4
cg04518342,chr5,131593105,131593107,+,5:131593106,5,,PDLIM4,TSS1500,chr5:131593039-131593813,Island,Hyper.MS2
cg04521004,chr3,157821261,157821263,+,3:157821262,3,,SHOX2,Body,chr3:157821232-157821604,Island,Hyper.MS1
cg04522045,chr2,172958323,172958325,-,2:172958324,2,,,,chr2:172959267-172962054,N_Shore,Hyper.MS3
cg04527202,chr7,48963442,48963444,-,7:48963443,7,,CDC14C,TSS1500,chr7:48963967-48964348,N_Shore,Hypo.MS4
cg04527369,chr16,34256427,34256429,-,16:34256428,16,,,,chr16:34256748-34257750,N_Shore,Hypo.MS4
cg04534765,chr18,74962368,74962370,-,18:74962369,18,,GALR1,5'UTR,chr18:74961556-74963822,Island,Hyper.MS1
cg04534765,chr18,74962368,74962370,-,18:74962369,18,,GALR1,1stExon,chr18:74961556-74963822,Island,Hyper.MS1
cg04537738,chr22,51143998,51144000,-,22:51143999,22,,SHANK3,Body,chr22:51142802-51143308,S_Shore,Hyper.MS2
cg04543289,chr16,24267558,24267560,+,16:24267559,16,,CACNG3,1stExon,chr16:24267040-24267527,S_Shore,Hyper.MS1
